StartDate,EndDate,Status,IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q7,Q8
27/02/2019 15:12,27/02/2019 15:18,IP Address,<removed>,369,TRUE,27/02/2019 15:18,54236852211,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Somewhat dissatisfied,Somewhat satisfied,Very dissatisfied,Very satisfied,Very satisfied,No opinion,Somewhat dissatisfied,,6
27/02/2019 15:04,27/02/2019 15:18,IP Address,<removed>,887,TRUE,27/02/2019 15:18,59829249275,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,useful,8
27/02/2019 15:13,27/02/2019 15:21,IP Address,<removed>,435,TRUE,27/02/2019 15:21,69728986681,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,7,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"fine, appropriate",7
27/02/2019 15:15,27/02/2019 15:25,IP Address,<removed>,554,TRUE,27/02/2019 15:25,22653644926,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"easy, flows, large",7
27/02/2019 15:12,27/02/2019 15:27,IP Address,<removed>,899,TRUE,27/02/2019 15:27,82340095564,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,4,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No opinion,Somewhat satisfied,easy to navigate,8
27/02/2019 15:08,27/02/2019 15:29,IP Address,<removed>,1256,TRUE,27/02/2019 15:29,64428259342,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,"simple, somewhat opaque",8
27/02/2019 15:32,27/02/2019 15:38,IP Address,<removed>,389,TRUE,27/02/2019 15:38,92614011423,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,9,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,,8
27/02/2019 15:30,27/02/2019 15:43,IP Address,<removed>,749,TRUE,27/02/2019 15:43,73113453314,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,No opinion,No opinion,Somewhat satisfied,"independent, intuitive, comprehensive",8
27/02/2019 15:36,27/02/2019 15:44,IP Address,<removed>,479,TRUE,27/02/2019 15:44,24450789466,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Warm,10
27/02/2019 15:38,27/02/2019 15:47,IP Address,<removed>,552,TRUE,27/02/2019 15:47,44222951178,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,No opinion,No opinion,No opinion,Very satisfied,No opinion,Very satisfied,Somewhat satisfied,Efficient,8
27/02/2019 15:43,27/02/2019 15:52,IP Address,<removed>,539,TRUE,27/02/2019 15:52,17885260940,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,7,Somewhat satisfied,No opinion,Very satisfied,Very satisfied,No opinion,Very satisfied,Somewhat satisfied,"helpful, diverse",7
27/02/2019 15:40,27/02/2019 15:53,IP Address,<removed>,764,TRUE,27/02/2019 15:53,66185664821,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,7,Very satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,No opinion,No opinion,Very satisfied,"Clear, easy, straightforward",9
27/02/2019 15:49,27/02/2019 15:55,IP Address,<removed>,341,TRUE,27/02/2019 15:55,48148611327,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,7,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,"Confusing, crowded, messy",4
27/02/2019 15:56,27/02/2019 16:07,IP Address,<removed>,642,TRUE,27/02/2019 16:07,3364242698,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,5,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,8
27/02/2019 16:05,27/02/2019 16:19,IP Address,<removed>,872,TRUE,27/02/2019 16:19,25126457200,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,,8
27/02/2019 15:56,27/02/2019 16:25,IP Address,<removed>,1736,TRUE,27/02/2019 16:25,86569002768,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,No opinion,Somewhat satisfied,Very satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,"clean, simplistic",7
26/02/2019 12:31,27/02/2019 16:29,IP Address,<removed>,100692,TRUE,27/02/2019 16:29,1859623034,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,10,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat dissatisfied,Very satisfied,"clean, easy, good UX ",10
27/02/2019 16:25,27/02/2019 16:32,IP Address,<removed>,410,TRUE,27/02/2019 16:32,98800451759,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Somewhat satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,,8
27/02/2019 16:25,27/02/2019 16:33,IP Address,<removed>,492,TRUE,27/02/2019 16:33,43173562722,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,"diverse, inclusive, ",8
27/02/2019 16:32,27/02/2019 16:39,IP Address,<removed>,396,TRUE,27/02/2019 16:39,57962598515,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,,7
27/02/2019 16:37,27/02/2019 16:45,IP Address,<removed>,452,TRUE,27/02/2019 16:45,76690597002,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,,9
27/02/2019 16:32,27/02/2019 16:45,IP Address,<removed>,800,TRUE,27/02/2019 16:45,84477685280,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,7,Somewhat satisfied,Somewhat dissatisfied,Very dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,"Classic, Traditional, Not User Friendly",5
27/02/2019 15:23,27/02/2019 16:48,IP Address,<removed>,5081,TRUE,27/02/2019 16:48,85998000732,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"resourceful, helpful, welcoming",8
27/02/2019 16:51,27/02/2019 16:57,IP Address,<removed>,315,TRUE,27/02/2019 16:57,33978394077,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,"easy, helpful, efficient",8
27/02/2019 17:14,27/02/2019 17:20,IP Address,<removed>,340,TRUE,27/02/2019 17:20,48341118332,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,10,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,"Straightforward, organized, searchable",8
27/02/2019 17:23,27/02/2019 17:33,IP Address,<removed>,592,TRUE,27/02/2019 17:33,71966717128,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very dissatisfied,"Laborious, anal, jumbled.",3
27/02/2019 17:27,27/02/2019 17:34,IP Address,<removed>,446,TRUE,27/02/2019 17:34,20209133031,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,6,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,,10
27/02/2019 17:38,27/02/2019 17:55,IP Address,<removed>,1034,TRUE,27/02/2019 17:55,57454069510,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,"Dynamic, Excellent, Calm",9
27/02/2019 18:02,27/02/2019 18:09,IP Address,<removed>,443,TRUE,27/02/2019 18:09,9078916549,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,I have visited UBC Library in person,UBC Okanagan Library,9,,,,,,,,,
27/02/2019 18:03,27/02/2019 18:20,IP Address,<removed>,995,TRUE,27/02/2019 18:20,58242872360,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Very satisfied,Somewhat dissatisfied,"ambiguous, unhandy, inconvenient.",5
27/02/2019 18:03,27/02/2019 18:32,IP Address,<removed>,1751,TRUE,27/02/2019 18:32,66576736589,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Easy confusing accessible,7
27/02/2019 18:46,27/02/2019 19:03,IP Address,<removed>,984,TRUE,27/02/2019 19:03,49023120507,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,good,7
27/02/2019 18:34,27/02/2019 19:06,IP Address,<removed>,1920,TRUE,27/02/2019 19:06,13816095038,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,"fast, clear, functional",8
27/02/2019 19:17,27/02/2019 19:21,IP Address,<removed>,245,TRUE,27/02/2019 19:21,93978042671,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Very satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,No opinion,Somewhat dissatisfied,,6
27/02/2019 19:25,27/02/2019 19:33,IP Address,<removed>,457,TRUE,27/02/2019 19:33,37945768335,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Awesome,8
27/02/2019 19:29,27/02/2019 19:35,IP Address,<removed>,327,TRUE,27/02/2019 19:35,18849826410,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,I have not visited UBC Library in person or online,,,,,,,,,,,
27/02/2019 19:47,27/02/2019 19:53,IP Address,<removed>,377,TRUE,27/02/2019 19:53,70004589279,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"efficient, helpful, clear",10
27/02/2019 19:15,27/02/2019 19:53,IP Address,<removed>,2281,TRUE,27/02/2019 19:53,73953854767,<removed>,<removed>,email,EN,Graduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Very satisfied,No opinion,No opinion,No opinion,Very satisfied,No opinion,Somewhat satisfied,,7
27/02/2019 19:56,27/02/2019 20:02,IP Address,<removed>,359,TRUE,27/02/2019 20:02,53678812577,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,No opinion,No opinion,"thorough, simple, easy",8
27/02/2019 19:53,27/02/2019 20:02,IP Address,<removed>,520,TRUE,27/02/2019 20:02,4493471205,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",10,Very satisfied,Somewhat dissatisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,,9
27/02/2019 20:10,27/02/2019 20:16,IP Address,<removed>,376,TRUE,27/02/2019 20:16,30039913127,<removed>,<removed>,email,EN,Graduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,7,Somewhat dissatisfied,Very satisfied,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"Calm, resourceful, plentiful",7
